source	target	correlation
Frontier Communications	Discovery Communications	0.2814088036527773
Commonwealth Bank	DVB Bank	0.2513761021497628
Toho Bank	Gunma Bank	0.36639045712962837
Jyske Bank	Swedbank	0.25670551587976864
China Minsheng Banking	Citic Securities	0.22837804938448739
Koç Holding	Halkbank	0.2007499665278069
Xcel Energy	DTE Energy	0.3626930827910259
Waters	Harris	0.39004591813429773
Kawasaki Heavy Industries	Mitsubishi Heavy Industries	0.2355170639012886
Meritz Financial Group	American Financial Group	0.2505878031035292
Freescale Semiconductor	Altera	0.3173875035265812
Chinatrust Financial	Taiwan Business Bank	0.25559231079195993
Sichuan Changhong Electric	China CNR	0.23423643086502316
China National Chemical	China National Building	0.23424927944555954
Toyota Industries	Toyota Tsusho	0.3999107246856258
Panasonic	Seiko Epson	0.21040935177083755
Bangkok Bank	Kasikornbank	0.33198539565573215
Zenith Bank	Standard Bank Group	0.28940903130335777
BS Financial Group	Principal Financial Group	0.330164924772734
Commonwealth Bank	Chugoku Bank	0.2509673340440419
Konica Minolta	Canon	0.3238936567325876
Waters	Johnson & Johnson	0.284032232619206
Dalian Wanda Commercial Properties	Siam Commercial Bank	0.23526903679472339
Tech Data	Tech Mahindra	0.21857676021480438
PKO Bank Polski	Erste Group Bank	0.25088524013056657
GDF SUEZ	EDF	0.37915671840023635
Snam	Enel	0.31322993945126476
CVS Health	Walgreens Boots Alliance	0.3343276966359986
Principal Financial Group	Hana Financial Group	0.20168694935730425
Abu Dhabi Commercial Bank	Riyad Bank	0.2575832299200705
Humana	Centene	0.24075110809334943
Joyo Bank	Chongqing Rural Bank	0.20457229984538797
DGB Financial Group	KB Financial Group	0.20102537887627658
Sichuan Changhong Electric	China Gezhouba	0.20444346201440533
Capital One Financial	American Capital Agency	0.2725904540377568
ICICI Bank	Canara Bank	0.502810800362851
Taiwan Semiconductor	Mediatek	0.3030690465885156
RSA Insurance Group	Vienna Insurance Group	0.26092766199217426
Qatar Islamic Bank	Dubai Islamic Bank	0.4632296240384614
Flextronics International	Essilor International	0.20725412412427505
First Citizens BancShares	Guaranty Trust Bank	0.21900056547828484
BioMarin Pharmaceutical	Astellas Pharma	0.25060041709181624
China Merchants Bank	Toho Bank	0.2789079536916108
CapitaLand	Genting	0.22450674869548987
WPP	Interpublic Group	0.3688631727465151
CLP Holdings	Tencent Holdings	0.24704200101897456
Toho Bank	DVB Bank	0.30840236444415636
Insurance Australia Group	Zurich Insurance Group	0.33466422616829655
Pegatron	Compal Electronics	0.3873966426287989
Huaneng Power International	SDIC Power Holdings	0.4380684813107542
Hanwa	Mitsui Fudosan	0.22741385690535978
China Pacific Insurance	China Life Insurance	0.40730540382377806
Higo Bank	Shiga Bank	0.23474357186448083
Belgacom	Deutsche Telekom	0.2616334977048842
Public Bank	Qatar National Bank	0.2029529213445595
Zenith Bank	Guaranty Trust Bank	0.24290881391323443
Banque Centrale Populaire	Banque nationale de Belgique	0.2533932255439917
Svenska Handelsbanken	Swedbank	0.33611423833696213
Discover Financial Services	Ally Financial	0.22873997343589522
Harbin Bank	Chugoku Bank	0.232041048979686
Rosneft	LukOil	0.2845603342440007
Olam International	Yara International	0.2822848709848633
Tokyo Electric Power	Hokkaido Electric Power	0.7886511413146211
Shanghai Industrial Holdings	China Resources Land	0.2048672708842797
Everbright Securities	Citic Securities	0.6379446542503467
JFE Holdings	NKSJ Holdings	0.20986572870390335
China Cosco Holdings	Guangzhou Automobile Group Co. Ltd.	0.2017661370591031
CNOOC	Sinopec	0.43284136306583954
Huaxia Bank	Chongqing Rural Bank	0.27903039530038315
Svenska Handelsbanken	Gjensidige Forsikring	0.2010702859234012
BYD	Chongqing Changan Auto	0.29856493785021765
Hokkaido Electric Power	Korea Electric Power	0.6959209055170138
Gjensidige Forsikring	Sampo	0.2990993017315528
Citic Securities	Citic Pacific	0.28580792898344415
Higo Bank	Keiyo Bank	0.22868553556332089
Bidvest Group	FirstRand	0.2054646536976903
Tohoku Electric Power	Tokyo Electric Power	0.7441737913688541
CF Industries Holdings	Oji Holdings	0.22212212043490154
EOG Resources	QEP Resources	0.20380717520746916
AMP	ANZ	0.21249642130272997
Celanese	Lanxess	0.2923082944107415
China Steel	US Steel	0.2834642043440072
Harbin Bank	E.Sun Financial	0.2067007969567043
Evergrande Real Estate	Longfor Properties	0.2487497704709303
Public Power	GD Power Development	0.23073280872038124
Samsung SDI	LG Electronics	0.3358899905944126
MetLife	Unum	0.26495003823007196
Toray Industries	Sekisui Chemical	0.22213049661807527
AXA Group	Generali Group	0.28169836046791696
BMCE Bank	Industrial Bank	0.2073469260271494
American Electric	Chugoku Electric Power	0.21152635021608784
Kaisa Group Holdings	Hengan International Group	0.23449342519184885
Ashikaga Holdings	Yamato Holdings	0.29064603161043157
Chongqing Rural Bank	China Merchants Bank	0.20396313796832477
Cosmo Oil	Oil & Natural Gas	0.20715572779521235
FBN Holdings	MMI Holdings	0.2515207954404554
China Merchants Securities	Huatai Securities	0.330864327148699
Guangdong Electric Power	Tohoku Electric Power	0.5216827209258267
Anadarko Petroleum	Occidental Petroleum	0.3959363704989555
Wheelock & Co	Eli Lilly & Co	0.2185046793483701
China Yangtze Power	Huadian Power International	0.2820069830844464
Banco Davivienda	Banco Bradesco	0.3479555643871727
Kiyo Bank	Musashino Bank	0.36631960833400423
Hunan Valin Steel	Novolipetsk Steel	0.27600394756084334
Raiffeisen Bank International	Erste Group Bank	0.5644213104599258
SEB	Gjensidige Forsikring	0.20016553513244845
Mitsui Chemicals	Sekisui Chemical	0.201509220278318
China Merchants Bank	Iyo Bank	0.2072602898418593
Mashreq Bank	Arab National Bank	0.28164157244230886
Kimco Realty	Sumitomo Realty	0.20648698326493573
Greentown China Holdings	Shimao Property Holdings	0.2023513590982322
JX Holdings	Meiji Holdings	0.31969070947139977
CEZ Group	Alpiq Holding	0.2511817583556788
CLP Holdings	MMI Holdings	0.25417302619355525
RMB Holdings	Oceanwide Holdings	0.2557768821405558
ICICI Bank	Syndicate Bank	0.25108754523349114
Sumitomo Electric	Mitsubishi Heavy Industries	0.2310067064317736
Kerry Properties	Boston Properties	0.22871707043710915
Global Logistic Properties	Agile Property Holdings	0.20285560445327713
Eletrobrás	Copel	0.4469380342692566
Datang International Power	Power Assets Holdings	0.2322959139083741
Sumitomo Chemical	Tosoh	0.3558356264793237
GD Power Development	Tohoku Electric Power	0.23603200341770758
Harbin Bank	DVB Bank	0.2083350137976358
Zurich Insurance Group	Migdal Insurance	0.21991108493930048
Kajima	Taisei	0.45854408801651025
Remgro	Naspers	0.3351699079357824
Mazda Motor	Nissan Motor	0.5466525031481845
SEB	Swedbank	0.4993461706781092
Shinsei Bank	Mitsubishi UFJ Lease	0.26307139428448867
Banco de Sabadell	Banco Comercial Portugues	0.32953262704082825
Sistema	Rostelecom	0.4437947970964735
China Pacific Insurance	Citic Pacific	0.35091982459335375
ICICI Bank	HDFC Bank	0.6702655227068779
KB Financial Group	Compass Group	0.21372340932497835
Allianz	Aegon	0.23508896422635678
China CNR	Qingdao Haier	0.21395397373608965
AMP	Wesfarmers	0.20385935708812147
Tencent Holdings	Shimao Property Holdings	0.20788136163873375
Deutsche Telekom	Swisscom	0.2871867688219812
IKB Deutsche	Aareal Bank	0.2025333408869048
China Cosco Holdings	RMB Holdings	0.2905242413805309
Capital One Financial	Thanachart Capital	0.20155239525033786
First Niagara Financial	First Financial Holding	0.3050897479494179
IndusInd Bank	IDBI Bank	0.6112156331298901
Chiba Bank	Higo Bank	0.286115211500435
Sumitomo Electric	Sumitomo Rubber	0.30417174883133946
Regions Financial	PNC Financial Services	0.20318919569715965
DVB Bank	Siam Commercial Bank	0.28190045387489104
Grupo Bimbo	Grupo Inbursa	0.3053742352565802
Allianz	Ageas	0.2825921031604238
GD Power Development	SDIC Power Holdings	0.20612771918895195
Chugoku Electric Power	Korea Electric Power	0.6737346563392682
Rockwell Collins	Archer Daniels Midland	0.27440556541923244
Altria Group	Lorillard	0.31015676837364625
Shinsei Bank	Aozora Bank	0.6650198823053626
Bank Muscat	Syndicate Bank	0.30715962027648225
Tenet Healthcare	HCA Holdings	0.2919616845943726
Symetra Financial	Genworth Financial	0.38571128237778174
Comerica	SunTrust Banks	0.20797814506321446
China Merchants Holdings	China Railway Group	0.20532458806319434
Willis Group Holdings	Phoenix Group Holdings	0.29263552320193886
Allied World Assurance	Ping An Insurance Group	0.20691872194775782
Huaneng Power International	China Power International Development	0.2045013839507332
Evergrande Real Estate	Shimao Property Holdings	0.24970462196163265
Daishi Bank	Shizuoka Bank	0.34198722160670353
Sumitomo Rubber	Sumitomo Chemical	0.24909209085977463
Evonik	BASF	0.4415271490931977
Liberty Media	Liberty Interactive	0.6627206424466516
Suruga Bank	Chugoku Bank	0.36317901431948746
Commerzbank	Deutsche Boerse	0.38245969786466577
SinoPac Financial	Taishin Financial Holdings	0.668282002113107
Synovus Financial	Regions Financial	0.2700841025356855
Health Care REIT	Ramsay Health Care	0.577032329780299
Solvay	BASF	0.2579354292829681
GD Power Development	Power Assets Holdings	0.23625545434843792
Suruga Bank	DVB Bank	0.2079117829401515
National Australia Bank	Syndicate Bank	0.24802987131007617
National Commercial Bank	Commercial Bank For Investment & Development Of Vietnam	0.30806345699042115
Sumitomo Rubber	Nippon Steel & Sumitomo Metal	0.360275354714647
Merck & Co	Tiffany & Co.	0.24940606040862925
Hunan Valin Steel	US Steel	0.23059210148319698
Konica Minolta	Seiko Epson	0.2965303465076468
IKB Deutsche	Deutsche Boerse	0.48048945014223277
Volkswagen Group	Daimler	0.3376426560018929
Zions Bancorp	Corporation Bank	0.21089216948409198
Randstad Holding	Adecco	0.25621604413492355
DBS Group	IOI Group	0.224120483780558
Baker Hughes	Eaton	0.22597493429323398
Banco Occidental	Credicorp	0.2268184804566338
Chesapeake Energy	Noble Energy	0.2554556752057599
Sojitz	Marubeni	0.621976493213274
Allahabad Bank	IDBI Bank	0.6586111594484291
Nippon Paper Industries	Fuji Heavy Industries	0.2771144277436085
Indian Overseas Bank	Kotak Mahindra Bank	0.2449650260051421
Sumitomo Rubber	Mitsubishi Materials	0.2780086372502559
Hengan International Group	Belle International Holdings	0.21366043148380182
Erste Group Bank	Danske Bank	0.22671992359537427
Taiheiyo Cement	Nippon Steel Trading	0.20865470571641148
Sumitomo Electric	Kansai Electric Power	0.26408243073125137
Spectra Energy	Peabody Energy	0.2913321965297858
CLP Holdings	CIMB Group Holdings	0.36979738114434035
Ford Motor	Toyota Motor	0.3899383591913664
ENN Energy Holdings	NRG Energy	0.23079265428905038
Sunac China Holdings	Sinopharm Group	0.2260178392150404
Shoprite Holdings	Bidvest Group	0.35266796831464364
Chiba Bank	China Merchants Bank	0.20017887116190122
Guosen Securities	Citic Securities	0.22926578233056247
Safran	Thales	0.35255246998611006
Husky Energy	NRG Energy	0.25078426585733177
North Pacific Bank	Swire Pacific	0.22371077371424158
Guosen Securities	Orient Securities	0.4282244207281654
Sumitomo Mitsui Financial	Sumitomo Realty	0.20762596039829376
Shoprite Holdings	Remgro	0.22146692736319384
Riyad Bank	Blom Bank	0.2296863117109386
Qatar National Bank	Ahli United Bank	0.2779992679026416
China Merchants Bank	Taiwan Cooperative Financial	0.2298615644597322
Regeneron Pharmaceuticals	Vertex Pharmaceuticals	0.26379984873923773
Electric Power Development	General Electric	0.26501288944397755
Aegon	Prudential	0.20100011671471874
CLP Holdings	Shimao Property Holdings	0.28700244829347116
China Taiping Insurance	Shenzhen Overseas	0.23098359817634753
National Australia Bank	Qatar National Bank	0.2514218431672822
Emerson Electric	General Electric	0.345270402782804
Baker Hughes	Morgan Stanley	0.2767300453156848
American Electric	Emerson Electric	0.2433266437982605
LG Household & Health Care	Health Care REIT	0.2720380007814451
China Vanke	China Mobile	0.25345280663497527
Renesas Electronics	Freescale Semiconductor	0.23319388211898387
PBF Energy	NextEra Energy	0.26365549596784554
New China Life Insurance	China Pacific Insurance	0.2621100896763786
Osaka Gas	Tokyo Gas	0.33116967400192243
E.Sun Financial	Taiwan Business Bank	0.33838598185097246
Sekisui Chemical	Tosoh	0.28159600325021766
Suruga Bank	Kiyo Bank	0.2568790208129131
Oji Holdings	Nomura Holdings	0.22076432254422385
Banco Continental	Banco do Brasil	0.2909499454458863
Nomos Bank	Sberbank	0.27088637742391297
Chiba Bank	DVB Bank	0.2280991168403125
Mattel	Hasbro	0.28410735719170455
China Vanke	SOHO China	0.2184545783440952
Xcel Energy	Peabody Energy	0.20897547247989268
FirstRand	Naspers	0.29941229714505474
China Merchants Holdings	Guangzhou Automobile Group Co. Ltd.	0.24897345172613794
ICICI Bank	Kotak Mahindra Bank	0.62109483412221
Vertex Pharmaceuticals	Valeant Pharmaceuticals	0.3133695847872254
Hunan Valin Steel	Gansu Jiu Steel Group Hongxing Iron & Steel	0.40773351556408627
Solvay	Bayer	0.3414410922165385
Joyo Bank	Shiga Bank	0.2294917158606118
Shanghai Industrial Holdings	Guangzhou Automobile Group Co. Ltd.	0.4216416302090522
HDFC	Kotak Mahindra Bank	0.4230215319951074
Alpha Bank	Blom Bank	0.20664224282142915
Commercial International Bank	Standard Bank Group	0.2524427583694594
China Merchants Holdings	Oceanwide Holdings	0.22995188210605821
Canadian National Railway	Canadian Pacific Railway	0.41167257317809597
Mercantil Servicios	Grupo ACS	0.37670549779846596
Syndicate Bank	Punjab National Bank	0.2829941167859263
Interactive Brokers Group	JB Financial Group	0.20703934419120884
Amgen	Actelion	0.2379845210385046
Hebei Iron & Steel	Nippon Steel & Sumitomo Metal	0.20914731125761873
Power Assets Holdings	Power Finance	0.21193659514164645
Electric Power Development	Korea Electric Power	0.4527606596564557
China Cosco Holdings	Greentown China Holdings	0.5074102428863806
Industrial Bank	Corporation Bank	0.28801845547182003
Celgene	Incyte	0.2542262550868784
WPG Holdings	SK Holdings	0.2940963303421254
Banco Davivienda	Bancolombia	0.30855262399175193
Micron Technology	Nanya Technology	0.2322694538344044
Industrial Bank	Nanto Bank	0.3774360891884079
Fubon Financial	Taiwan Business Bank	0.20659542509630402
UCO Bank	Signature Bank	0.27824096420850675
Macquarie Group	Transurban Group	0.3752185705646475
CNO Financial Group	Catlin Group	0.2006427532848237
Generali Group	Talanx	0.3298070290438498
Ageas	Generali Group	0.2495636884145155
ConocoPhillips	Chevron	0.5009805238259009
Cathay Financial	Taishin Financial Holdings	0.557888237067067
International Paper	Millicom International	0.21552969408640002
Mechel	Alrosa	0.2596463119384866
Grupo Bimbo	Grupo Carso	0.46411594497056446
Ameriprise Financial	Manulife Financial	0.2497521866938006
National Commercial Bank	Blom Bank	0.25356608574476475
China Galaxy Securities	Changjiang Securities	0.2064883042777938
Blom Bank	First Gulf Bank	0.20175859246238273
Public Bank	Punjab National Bank	0.2560854306214675
Syndicate Bank	Arab National Bank	0.20845619839384244
Kingdom Holding	Ezdan Holding Group	0.24698596917024174
Magna International	Edison International	0.21056588980600302
Hyundai Wia	Hyundai Mobis	0.34007447978488414
Suruga Bank	Shizuoka Bank	0.3376040472680193
HDFC Bank	Andhra Bank	0.43364997560771507
New China Life Insurance	Ping An Insurance Group	0.3279036340630666
Mazda Motor	Isuzu Motors	0.23391272717357237
Incyte	Pharmacyclics	0.22675498033678562
Mitsubishi Corp	Mitsubishi Heavy Industries	0.26108442346784555
Takeda Pharmaceutical	Eisai	0.647505821575042
ICBC	Citic Securities	0.20252288798992832
Allianz	Talanx	0.4547087677674
Mohawk Industries	Brother Industries	0.20546079124624736
Huatai Securities	Changjiang Securities	0.5123903845259506
Schneider Electric	Tohoku Electric Power	0.2108568653909012
Taishin Financial Holdings	Taiwan Business Bank	0.23075357564739218
BAE Systems	Raytheon	0.22808451169976532
National Australia Bank	United Overseas Bank	0.20223953568108333
Express Scripts	American Express	0.6075381950518222
NXP Semiconductors	STMicroelectronics	0.38671416727120306
Concho Resources	Antero Resources	0.20477903399555328
Guosen Securities	Changjiang Securities	0.35873326409318845
MMI Holdings	SK Holdings	0.2909470964055442
Shanghai Industrial Holdings	Greentown China Holdings	0.4543780458053443
Riyad Bank	Qatar National Bank	0.4075146733018712
Valero Energy	Occidental Petroleum	0.24072033858978745
Gazprom	LukOil	0.2294149592159595
Banco Occidental	Banco Continental	0.22733173381452285
Hong Leong Financial	Lam Research	0.22933682075329115
Abu Dhabi Commercial Bank	Doha Bank	0.2253248110935195
Quinenco	Cencosud	0.23313022036014963
Harbin Bank	China Construction Bank	0.4263152504319922
First Republic Bank	Union National Bank	0.22532546564548298
SVB Financial Group	Principal Financial Group	0.38049516314539117
Taiheiyo Cement	Siam Cement	0.20239668206150863
Chubu Electric Power	Tokyo Electric Power	0.670447828516737
Kaisa Group Holdings	JX Holdings	0.3243373085865686
China Taiping Insurance	China CNR	0.2281459943400817
Belle International Holdings	Midea Group Co. Ltd.	0.2846293175729527
Hormel Foods	ConAgra Foods	0.5367730683069026
Toho Bank	Aozora Bank	0.2812456501298323
ICBC	China Citic Bank	0.4871319593174039
Zenith Bank	Qatar National Bank	0.20585642261721715
Banco Davivienda	Grupo Inbursa	0.20138602454927698
Taiwan Business Bank	Siam Commercial Bank	0.2722593669312648
International Paper	American International Group	0.3540090938302561
National Australia Bank	Industrial Bank	0.20231139918987967
Taishin Financial Holdings	Taiwan Cooperative Financial	0.33801658182047417
Wheelock & Co	McCormick & Co	0.5606789249068336
QEP Resources	Concho Resources	0.2559496549802277
Bank Muscat	Saudi Investment Bank	0.2533120577582365
Shanghai Industrial Holdings	China Hongqiao Group	0.2054501022124091
Intesa Sanpaolo	UBI Banca	0.3335664860117683
United Continental Holdings	Arca Continental	0.33998743706692724
Commercial International Bank	Industrial Bank	0.23242368743398534
SDIC Power Holdings	CGN Power	0.26545215556610774
Tokio Marine Holdings	NKSJ Holdings	0.23596015108396995
Husky Energy	Chesapeake Energy	0.21624616340595876
Krung Thai Bank	TMB Bank	0.23048731252272325
Longfor Properties	Agile Property Holdings	0.2046811697082749
Ameriprise Financial	AmTrust Financial Services	0.22959839186245612
Banco Santander	Bankinter	0.2626568893276881
Mizuho Financial	Aozora Bank	0.3207905417301395
SBA Communications	Discovery Communications	0.20652324035555228
KPN	Swisscom	0.5149831832335896
Axiata Group	CIMB Group Holdings	0.22640684022130386
Isbank	Koç Holding	0.2010329368475712
BS Financial Group	CNO Financial Group	0.27846470336295437
Huaneng Power International	China Shenhua Energy	0.38140833221229975
Meritz Financial Group	Shinhan Financial Group	0.407785815503046
Balfour Beatty	Archer Daniels Midland	0.2512057087575777
Mitsubishi Electric	Mitsubishi Materials	0.259800402167873
BMCE Bank	Garanti Bank	0.22584316483298364
Alpha Bank	Signature Bank	0.2241515367974735
CLP Holdings	Belle International Holdings	0.22338085519913475
Continental Resources	Continental	0.2158672953919805
Spectra Energy	CMS Energy	0.2524702073948356
National Australia Bank	Commonwealth Bank	0.3551823939123536
Barclays	Lloyds Banking Group	0.3123439404094661
Banco Bradesco	Bancolombia	0.2558034524895041
Sun Pharma Industries	Sun Art Retail Group	0.250372922955063
PBF Energy	NRG Energy	0.33870910146359884
Aramark	Sodexo	0.5299561650639016
Uniqa	Talanx	0.29196315215119734
Showa Shell Sekiyu	Idemitsu Kosan	0.41306022720973723
Meiji Holdings	Nomura Holdings	0.21354949038841778
Dalian Wanda Commercial Properties	Commercial Bank For Investment & Development Of Vietnam	0.4215494503451488
Saudi Arabian Mining	Saudi Electricity	0.24334732420840632
Noble Group	Noble Energy	0.42140568436938985
Surgutneftegas	Gazprom	0.27704384884917754
Compal Electronics	Mediatek	0.2035093890275569
Kaisa Group Holdings	MMI Holdings	0.3244177771949354
Kerry Group	Kerry Properties	0.2952589975190566
SinoPac Financial	Taiwan Business Bank	0.23460692914995362
NextEra Energy	Alliant Energy	0.31403399020113176
CLP Holdings	SK Holdings	0.46453643988723603
DVB Bank	First Gulf Bank	0.20424902890759006
Raiffeisen Bank International	Alpha Bank	0.23199816510403026
Syndicate Bank	Siam Commercial Bank	0.20114470711092358
Banque Centrale Populaire	Aeroports de Paris	0.20182118969616097
Oracle	SAP	0.25614113900139146
Sumitomo Corp	JFE Holdings	0.24636010183869297
Weichai Power	Guangdong Electric Power	0.36512600092909714
Emerson Electric	Tohoku Electric Power	0.20789688235100104
Mitsubishi UFJ Financial	Aozora Bank	0.29564339725739214
Hyundai Steel	US Steel	0.20753957234507076
HDFC	IDBI Bank	0.24582909715689474
Daishi Bank	Chugoku Bank	0.38173722655482417
SinoPac Financial	E.Sun Financial	0.4674094778621963
PBF Energy	Alliant Energy	0.26312197034738105
BMCE Bank	Aareal Bank	0.22741844071399872
Areva	EDF	0.20509341266465636
Svenska Handelsbanken	Sampo	0.35837334835052576
Kagoshima Bank	Kiyo Bank	0.27968511171290367
QBE Insurance Group	Migdal Insurance	0.22997056057664203
TDC	Telenor	0.20884404453433408
SOHO China	China Mobile	0.25639865706233084
Hong Kong Exchanges	Cheng Shin Rubber Industry Co.	0.22677547793693226
Bank Muscat	Allahabad Bank	0.2012074235893234
Prudential	Prudential Financial	0.4309614402400426
Shanghai Pudong Development	China Hongqiao Group	0.2097981486737649
British American Tobacco	Anglo American	0.25059869829078446
Hyundai Steel	Hyundai Mobis	0.3503362125143377
National Commercial Bank	First Gulf Bank	0.20384935093410586
KPN	Deutsche Telekom	0.23566547203113655
Sumitomo Electric	Tohoku Electric Power	0.21346196672838227
Industrial Bank	First Republic Bank	0.25755868014977795
Aegon	Scor	0.2033431799930206
Suruga Bank	Daishi Bank	0.4100191076364262
Shanxi Taigang Stainless	China Steel	0.43699664196464855
Meritz Financial Group	Ambac Financial Group	0.2507903481780734
Banco De Venezuela	Banco Davivienda	0.274675671245592
BAIC Motor	BYD	0.22394564840844494
LG Household & Health Care	Community Health Sys	0.28774297045078495
Oceanwide Holdings	MMI Holdings	0.32490220195516517
Harris	Balfour Beatty	0.20743378476389757
National Australia Bank	Public Bank	0.2806413101778102
Alpha Bank	TD Bank Group	0.28449410007333054
Huaneng Power International	Dongfang Electric	0.305524361980493
Nippon Paper Industries	Nippon Steel Trading	0.20615908855589846
Bank Muscat	Attijariwafa Bank	0.28024975173366695
Pioneer Natural Resources	Canadian Natural Resources	0.34183725236724055
Lanxess	Evonik	0.5068999396381868
Hunan Valin Steel	Tongling Nonferrous Metals	0.2291857286695192
Novartis	Actelion	0.2516179890636331
China Shenhua Energy	China Resources Power	0.4319109195716268
Mercantil Servicios	Banco Comercial Portugues	0.32665719659981035
Koç Holding	Sabanci Holding	0.7081559338811175
YPF	Galp Energia	0.25566434019649603
GD Power Development	Huadian Power International	0.283350943965367
Samsung Heavy Industries	Fuji Heavy Industries	0.2254292121150661
Tatneft	Novatek	0.49420808381712633
Shanghai Electric Group	China Hongqiao Group	0.22313521595656635
Shiga Bank	Musashino Bank	0.26064404211164854
Hebei Iron & Steel	Maanshan Iron & Steel	0.7325093790185473
Attijariwafa Bank	BMCE Bank	0.6057759234253123
Toyota Industries	Mitsubishi Motors	0.22849871548573528
Nanto Bank	Syndicate Bank	0.2000624913874166
Sojitz	Sumitomo Mitsui Financial	0.4949143397176433
Chiba Bank	Kiyo Bank	0.357186672717494
Starwood Hotels	Accor	0.33125845924487013
GD Power Development	Chugoku Electric Power	0.28471843892292903
Pinnacle West	East West Bancorp	0.399631631794518
Weichai Power	China Resources Power	0.36649713205167106
Allahabad Bank	Canara Bank	0.6657326952852797
Industrial Bank	UCO Bank	0.20663953809065375
EFG Eurobank Ergasias	Piraeus Bank	0.44409937724991083
Eli Lilly & Co	McCormick & Co	0.22661010779344498
Banco BPI	Banco Continental	0.3571590084605726
Kagoshima Bank	United Overseas Bank	0.20150273078134684
Freescale Semiconductor	NXP Semiconductors	0.3620733609475113
China Longyuan Power	TBEA	0.22824470424663673
Samsung SDI	Samsung Electronics	0.4173576365716653
Hyundai Motor	Hyundai Engineering	0.33477534490388394
Mitsui & Co	Tiffany & Co.	0.24893543858992773
Ford Motor	Hyundai Motor	0.26529363403926615
Kagoshima Bank	Yamanashi Chuo Bank	0.20733759403008087
Tokio Marine Holdings	Meiji Holdings	0.25575595802132395
China Gezhouba	China Longyuan Power	0.2805950527218161
Nanto Bank	Keiyo Bank	0.20113124161117923
BMCE Bank	Siam Commercial Bank	0.20420442954778664
China Resources Power	China Yangtze Power	0.3078008810632085
Daikin Industries	Brother Industries	0.20960334606185793
SinoPac Financial	Fubon Financial	0.7583828361077286
China Merchants Holdings	China Communications Construction	0.20030773561237236
Alrosa	Novatek	0.20063787731379093
Qingdao Haier	Shanghai Pudong Development	0.287191664476073
Western Refining	Western Digital	0.21313473753230497
Cosmo Oil	Motor Oil	0.3788581673411655
China Railway Group	Sinopharm Group	0.22390451354274404
Shinhan Financial Group	Fukuoka Financial Group	0.33515948563127
Sumitomo Electric	Chugoku Electric Power	0.2583087081172989
UCO Bank	Kiyo Bank	0.232515204600989
Iberdrola	Acciona	0.40747358884050644
Riyad Bank	Saudi Investment Bank	0.4060702186400525
Mitsubishi Corp	Mitsubishi Materials	0.3091694976883124
Commercial International Bank	DVB Bank	0.27620766852951345
Banco Comercial Portugues	Grupo Aval	0.27586699629031347
Takeda Pharmaceutical	Vertex Pharmaceuticals	0.2127504264408742
Cheng Shin Rubber Industry Co.	Li & Fung	0.27852387708943754
Huaxia Bank	China Citic Bank	0.4600047254530039
Suruga Bank	Joyo Bank	0.4598594957382567
Meritz Financial Group	CNO Financial Group	0.3555848744422507
Amcor	Brambles	0.3828343668392587
Kagoshima Bank	Taiwan Business Bank	0.27895709646102024
Shaanxi Coal Industry	China Coal Energy	0.2801332289736429
Burgan Bank	Arab National Bank	0.2913468077113961
GAIL India	NMDC	0.21159676950534828
Marathon Oil	Motor Oil	0.292257967254295
Saudi British Bank	Arab Bank	0.20307098633549298
National Commercial Bank	Shanghai Commercial & Savings Bank	0.45991170622742045
GlaxoSmithKline	Merck	0.3225782158652519
Resona Holdings	Meiji Holdings	0.23290769757600177
Petronas Chemicals	Petronas Gas	0.4224478826181848
Unipol Gruppo	A2A	0.34829803020334404
China Southern Airlines	Hainan Airlines	0.49076755131283434
Frontier Communications	China Communications Services	0.3072945181469294
Baoshan Iron & Steel	Nippon Steel & Sumitomo Metal	0.21320753491557262
Meiji Holdings	Alfresa Holdings	0.3647757402589707
Resona Holdings	NKSJ Holdings	0.3599839190582918
J Sainsbury	Tesco	0.29653856373313703
Intesa Sanpaolo	Mediobanca	0.6834065966310199
North Pacific Bank	Union Pacific	0.22616824798353485
Resona Holdings	Mitsubishi UFJ Lease	0.26473706084759785
China CNR	China Shenhua Energy	0.22305412200086713
Pegatron	Asustek Computer	0.2527950531699546
Gazprom	Novatek	0.3072200189234912
Canadian Imperial Bank	Laurentian Bank	0.35791075305958286
Oceanwide Holdings	ARM Holdings	0.21578901212015064
CLP Holdings	IOI Group	0.25670892360964204
Steinhoff International	Baxter International	0.2548281252398672
Panasonic	LG Electronics	0.21184360032278093
PBF Energy	Husky Energy	0.2576101703070694
Mitsubishi Motors	Isuzu Motors	0.41013362113232504
Johnson Controls	Jones Lang LaSalle Inc.	0.3017508489613065
Tongling Nonferrous Metals	China Steel	0.20204191899335647
Unilever	Nestle	0.3361149871874914
Mitsui Chemicals	Marubeni	0.20733865577922814
Chugoku Bank	Taiwan Business Bank	0.25741385020385
Dongfang Electric	Huadian Power International	0.3067022634602115
China Steel	Maanshan Iron & Steel	0.31464171582258793
Indian Overseas Bank	United Overseas Bank	0.24568918055056843
UCO Bank	DVB Bank	0.20384693004356225
Banco Bradesco	Banco do Brasil	0.360416979692012
Kajima	JGC	0.20492714363479309
Shanghai Industrial Holdings	Oceanwide Holdings	0.22452984356102978
Burgan Bank	Saudi Investment Bank	0.30780845353946196
Datang International Power	CGN Power	0.24285232310885527
NKSJ Holdings	Asahi Group Holdings	0.4377800924355115
